"strain","resistance","UMAP01","UMAP02","UMAP03","UMAP04","UMAP05","UMAP06","UMAP07","UMAP08","UMAP09","UMAP10"
"DA63186","HR",-6.52611494064331,0.473550468683243,-3.81746530532837,2.0649995803833,0.0501821525394917,1.2506320476532,0.878017008304596,1.68809044361115,1.57560098171234,-4.36631441116333
"DA63188","nonHR",-4.58638572692871,1.54421889781952,-3.22843146324158,1.4881603717804,0.100293606519699,1.75118768215179,1.03643155097961,1.83606112003326,1.10588097572327,-3.82967352867126
"DA63190","nonHR",-6.29260396957397,1.70425522327423,-3.44392251968384,1.79246115684509,0.0857376456260681,0.951193988323212,0.963327825069427,1.70469117164612,1.44107615947723,-3.66132116317749
"DA63192","nonHR",-4.85429763793945,1.33331513404846,-3.34713840484619,1.35116446018219,0.0890713557600975,1.65668940544128,1.09899377822876,1.84094941616058,1.12456548213959,-3.97897100448608
"DA63194","nonHR",3.1146411895752,2.53145337104797,0.95699006319046,-1.23964738845825,-0.395364582538605,0.925435483455658,-0.284467220306396,-0.905933558940887,1.55285620689392,0.258270442485809
"DA63196","nonHR",-5.60999441146851,2.06511831283569,-2.81957077980042,1.04175388813019,-0.152705237269402,1.09108424186707,1.33796048164368,1.36436855792999,1.38044893741608,-3.70703387260437
"DA63198","nonHR",6.38587427139282,3.29165506362915,1.98058819770813,-1.98484551906586,-0.123506188392639,1.35030257701874,-1.44015192985535,-1.12538146972656,-0.0214919131249189,0.535555243492126
"DA63200","nonHR",8.02665328979492,5.17695236206055,4.51519060134888,0.955861926078796,-2.78188848495483,-1.01183116436005,-0.518005549907684,-3.14989876747131,-0.593441963195801,3.38778209686279
"DA63202","HR",-0.737442016601562,-10.41282081604,1.44217073917389,-0.496182829141617,2.5326817035675,-4.86477279663086,-0.114082813262939,0.799183130264282,-3.89096426963806,6.72876644134521
"DA63204","nonHR",-5.26720476150513,1.55044233798981,-2.66007089614868,0.677400529384613,-0.792448222637177,0.935897946357727,1.28546762466431,0.703355431556702,1.43510866165161,-4.06333160400391
"DA63210","HR",-1.22115647792816,-10.8044652938843,1.81266212463379,0.110890418291092,2.09624361991882,-4.53415870666504,-0.494930922985077,0.402273952960968,-4.55478858947754,6.92143154144287
"DA63212","nonHR",-4.47650241851807,1.59884142875671,-2.79943156242371,0.876801252365112,-0.498968183994293,1.25798392295837,1.29955840110779,1.02125585079193,1.14769220352173,-3.45487689971924
"DA63214","HR",4.4064245223999,2.474778175354,1.72195494174957,-1.78843986988068,0.18145065009594,1.00091564655304,-0.785826325416565,-1.10122084617615,0.864083647727966,0.309926122426987
"DA63216","nonHR",6.24568700790405,3.21304273605347,1.7823029756546,-2.31854748725891,0.0713888183236122,1.52265870571136,-1.27845656871796,-0.953913867473602,0.0142293917015195,0.598988175392151
"DA63218","nonHR",2.11883234977722,2.6543390750885,0.589509069919586,-1.36500728130341,-0.399368077516556,1.28619599342346,0.0451168119907379,-1.10382211208344,0.874225556850433,-0.273405700922012
"DA63220","nonHR",-4.42551755905151,1.66899132728577,-3.07202172279358,1.50817775726318,0.110890097916126,1.81622159481049,1.01814222335815,1.76164734363556,1.07646667957306,-3.77757692337036
"DA63222","nonHR",-4.78342771530151,1.41431176662445,-3.32766079902649,1.59370076656342,0.0905012637376785,1.76780998706818,0.976219356060028,1.87655067443848,1.1615583896637,-3.86613845825195
