"strain","resistance","UMAP1","UMAP2","UMAP3","UMAP4","UMAP5","UMAP6","UMAP7","UMAP8"
"DA63374","nonHR",6.07242012023926,-0.435488492250443,0.144302919507027,-0.396893620491028,-1.09111285209656,-0.761948108673096,0.0880131050944328,-0.627116501331329
"DA63376","nonHR",-17.1049499511719,-2.33825278282166,-2.08504486083984,1.11720848083496,3.7163462638855,-1.0834653377533,0.010087258182466,2.76861953735352
"DA63378","nonHR",9.25650691986084,-1.74401807785034,0.494688421487808,0.225976303219795,-1.29188990592957,0.409500151872635,-0.967799544334412,-1.08650922775269
"DA63380","nonHR",10.5648384094238,-1.15967869758606,0.377737641334534,0.296360909938812,-2.27611660957336,0.65494692325592,-1.43534398078918,-0.268143743276596
"DA63382","HR",7.49578762054443,-0.868353605270386,0.55507504940033,-0.00680068833753467,-1.40273499488831,-0.519302546977997,-0.492399334907532,-0.486265599727631
"DA63384","nonHR",-16.9623432159424,-2.40582799911499,-2.12901091575623,1.10038304328918,3.69078683853149,-1.026047706604,0.010018004104495,2.51567244529724
"DA63568","nonHR",-17.1471099853516,-2.29095363616943,-2.2113356590271,1.12254297733307,3.82545113563538,-1.09331977367401,-0.292601674795151,2.64430570602417
"DA63570","nonHR",9.75267219543457,-2.12112021446228,0.642309963703156,0.180545449256897,-0.75875324010849,0.100148051977158,-1.23454177379608,-1.47033989429474
"DA63572","nonHR",-10.829930305481,0.860189497470856,-3.0948793888092,-3.25618648529053,2.79568481445312,-0.613812267780304,-0.0705596655607224,3.0434455871582
"DA63574","nonHR",10.2410449981689,-2.90242338180542,1.45545065402985,0.514805197715759,-0.659194946289062,0.461334019899368,-2.24110627174377,-1.25427269935608
"DA63576","nonHR",-17.0070190429688,-2.39941072463989,-1.97558724880219,1.16719830036163,3.72921848297119,-1.12129127979279,0.0658386498689651,2.83355498313904
"DA63578","nonHR",-16.7162761688232,-2.60734081268311,-1.02929043769836,1.5036598443985,4.27137231826782,-0.427491903305054,0.334501951932907,2.66023707389832
"DA63580","nonHR",10.8882131576538,-1.79222881793976,0.563087046146393,0.60090583562851,-1.5317610502243,-0.878589749336243,-1.60060334205627,-0.601920664310455
"DA63582","nonHR",11.2044153213501,-1.12130284309387,0.583544015884399,0.329011708498001,-2.64690208435059,0.430294960737228,-1.74565720558167,0.0432689413428307
"DA63584","nonHR",-16.7507266998291,-2.52105069160461,-1.08850514888763,1.42829310894012,4.19155883789062,-0.523852646350861,0.392943561077118,2.99093651771545
"DA63586","nonHR",-16.9971694946289,-2.23323893547058,-1.55563998222351,2.0239417552948,4.49016809463501,-1.07772076129913,0.114085890352726,2.26533341407776
"DA63588","nonHR",9.88879776000977,-2.65001463890076,1.29600834846497,0.257939785718918,-0.689866840839386,0.531710207462311,-1.75175130367279,-1.26080513000488
"DA63590","nonHR",-17.149600982666,-2.49316501617432,-1.27334141731262,1.68896675109863,4.02717351913452,-0.890375375747681,0.217272445559502,3.2496976852417
"DA63592","nonHR",-17.023551940918,-2.33770084381104,-2.17089176177979,1.01417028903961,3.77035975456238,-0.996746242046356,-0.110355317592621,2.57550740242004
"DA63594","HR",-1.09421467781067,6.85899305343628,2.41661024093628,-0.0945082232356071,-2.1596097946167,1.29747939109802,3.00991654396057,-2.57056403160095
"DA63596","nonHR",5.88687944412231,-0.432103961706161,0.0195377860218287,-0.472095429897308,-1.11668539047241,-0.819981575012207,-0.00702101038768888,-0.712720572948456
"DA63598","nonHR",-11.0231237411499,1.00082635879517,-3.37295746803284,-3.40833830833435,2.65574288368225,-0.935074627399445,-0.416129738092422,3.04003953933716
