"strain","resistance","UMAP1","UMAP2","UMAP3","prediction"
"DA63800","nonHR",13.9695901870728,3.00126075744629,-2.04674053192139,"COR"
"DA63802","nonHR",-8.46182250976562,-2.60203337669373,5.45515727996826,"COR"
"DA63804","nonHR",-9.29641246795654,-1.90633058547974,5.45669460296631,"COR"
"DA63806","nonHR",-7.28292036056519,-3.03842973709106,4.800950050354,"COR"
"DA63808","nonHR",-8.10318660736084,-0.640685617923737,6.08599328994751,"COR"
"DA63810","nonHR",13.3414678573608,3.47310543060303,-1.91590476036072,"COR"
"DA63812","nonHR",12.7871179580688,2.6691906452179,-1.5619068145752,"COR"
"DA63814","HR",13.416711807251,-3.5190737247467,-3.64290952682495,"COR"
"DA63818","nonHR",-7.76662540435791,-3.1798574924469,5.27271842956543,"COR"
"DA63820","nonHR",-7.05791330337524,-3.07040858268738,6.49133491516113,"COR"
"DA63822","nonHR",13.4013395309448,2.62228155136108,-1.19788813591003,"COR"
"DA63824","nonHR",-7.17427730560303,-1.26708281040192,5.66574859619141,"COR"
"DA63826","HR",-4.58757781982422,-2.38301920890808,1.06650078296661,"COR"
"DA63828","HR",-6.13347816467285,-1.45595622062683,2.05478858947754,"COR"
"DA63830","nonHR",13.627781867981,2.46328139305115,-2.46553730964661,"COR"
"DA63832","nonHR",-8.03588104248047,-0.95305323600769,6.08616590499878,"COR"
"DA63834","nonHR",-5.05309963226318,-2.105801820755,2.53007769584656,"COR"
"DA63836","nonHR",-8.96497058868408,-1.51555383205414,6.843092918396,"COR"
"DA63838","nonHR",-7.35994100570679,-1.92207455635071,6.21902275085449,"COR"
"DA63840","nonHR",13.2396097183228,-3.86313343048096,-3.52164077758789,"COR"
"DA63842","HR",-4.60335731506348,-2.41704392433167,0.956663250923157,"COR"
"DA63844","nonHR",13.6127834320068,-5.35743379592896,-4.58670282363892,"COR"
"DA63846","nonHR",-7.84893941879272,-0.880498707294464,4.97955369949341,"COR"
"DA63848","nonHR",13.6315574645996,2.9122154712677,-1.26193428039551,"COR"
"DA63852","nonHR",13.3561954498291,-3.96307373046875,-3.67772459983826,"COR"
"DA63854","nonHR",-7.75051975250244,-3.32667303085327,5.28608512878418,"COR"
"DA63856","nonHR",13.333233833313,-5.56749773025513,-4.54190874099731,"COR"
"DA63858","nonHR",13.1707105636597,3.17320370674133,-2.29994916915894,"COR"
"DA63860","nonHR",13.2805414199829,2.31428456306458,-1.79479348659515,"COR"
"DA63862","HR",-4.31282472610474,0.569637596607208,-1.05903351306915,"COR"
"DA63864","nonHR",13.4969778060913,3.02667188644409,-1.2465785741806,"COR"
"DA63866","nonHR",13.1835441589355,-5.6962718963623,-4.27932500839233,"COR"
"DA63868","nonHR",13.2015180587769,3.36721086502075,-2.14593434333801,"COR"
"DA63870","HR",13.9383220672607,-3.7384307384491,-3.53061461448669,"COR"
"DA63872","nonHR",12.6520042419434,2.4918909072876,-1.50642621517181,"COR"
"DA63874","nonHR",-7.37213850021362,-1.31002533435822,4.96995115280151,"COR"
"DA63876","nonHR",-8.80703067779541,-0.935722291469574,5.84738302230835,"COR"
"DA63878","nonHR",13.47181224823,2.89893889427185,-2.46110844612122,"COR"
"DA63880","nonHR",-9.47536087036133,-0.860037863254547,5.43847417831421,"COR"
"DA63882","nonHR",-5.58479404449463,-2.01475620269775,1.02504754066467,"COR"
"DA63884","HR",-2.79845499992371,7.40792608261108,-7.16128349304199,"COR"
"DA63886","nonHR",-7.96031522750854,-0.677105307579041,5.88406133651733,"COR"
"DA63888","HR",12.6507434844971,2.85850214958191,-1.88359606266022,"COR"
"DA63890","HR",-1.46362173557281,9.15146064758301,-9.74729061126709,"COR"
"DA63892","nonHR",-9.07889175415039,-2.26084399223328,5.34847497940063,"COR"
"DA63894","nonHR",-9.38634872436523,-1.51843047142029,6.78082036972046,"COR"
"DA63896","HR",-0.942050278186798,8.92802619934082,-8.29498672485352,"COR"
"DA63898","nonHR",-7.42096138000488,-0.544167160987854,5.31303262710571,"COR"
"DA63900","nonHR",13.8700866699219,-4.03719711303711,-3.52425861358643,"COR"
"DA63902","nonHR",-7.20939350128174,-2.91096973419189,6.63547849655151,"COR"
"DA63904","nonHR",13.2963514328003,3.40696358680725,-2.12337350845337,"COR"
"DA63906","nonHR",12.9962644577026,3.2179868221283,-1.93230044841766,"COR"
"DA63908","nonHR",-7.37359428405762,-3.09019923210144,4.78551721572876,"COR"
"DA63910","nonHR",14.048285484314,-4.7488751411438,-3.57347774505615,"COR"
"DA63912","nonHR",-9.37675857543945,-0.935538172721863,6.24024152755737,"COR"
"DA63914","HR",-1.39726543426514,9.28512763977051,-9.46370029449463,"COR"
"DA63916","nonHR",-7.21789693832397,-1.94350028038025,5.01150035858154,"COR"
"DA63918","nonHR",-8.58149242401123,-1.20842123031616,4.90537881851196,"COR"
"DA63920","nonHR",-7.2041072845459,-2.80320453643799,6.565993309021,"COR"
"DA63922","HR",-5.40548992156982,-2.40218591690063,2.17859268188477,"COR"
"DA63924","nonHR",-4.67716550827026,-2.56906127929688,1.34408795833588,"FP"
"DA63926","nonHR",-6.17066240310669,-1.68878424167633,2.16713547706604,"COR"
"DA63928","nonHR",-9.4333438873291,-1.70274305343628,6.49262046813965,"COR"
"DA63930","nonHR",13.3046216964722,2.94851970672607,-2.36490035057068,"COR"
"DA63932","HR",-5.86650896072388,-1.6415468454361,1.41268634796143,"COR"
"DA63934","HR",-4.93626260757446,4.37498807907104,-2.75022459030151,"COR"
"DA63936","nonHR",13.0878410339355,-5.58938837051392,-4.32392883300781,"COR"
"DA63938","nonHR",-7.48056793212891,-2.51160287857056,6.58506107330322,"COR"
"DA63940","HR",-5.68955278396606,-2.0026843547821,0.889063537120819,"COR"
"DA63942","nonHR",-9.67038345336914,-1.15600121021271,6.67734050750732,"COR"
"DA63946","nonHR",13.7229280471802,-4.10277843475342,-3.59903597831726,"COR"
"DA63952","nonHR",12.6583967208862,-5.01197528839111,-4.21926259994507,"COR"
"DA63954","nonHR",14.0118227005005,-4.33448219299316,-4.10973834991455,"COR"
"DA63956","nonHR",13.9031505584717,2.98896193504333,-1.98210203647614,"COR"
"DA63958","HR",-1.83429634571075,9.06812191009521,-9.74897575378418,"COR"
"DA63960","nonHR",13.8491497039795,2.65433216094971,-2.15027451515198,"COR"
"DA63962","nonHR",12.9322481155396,-3.92939734458923,-4.17345094680786,"COR"
"DA63964","HR",-5.62126445770264,-1.65470361709595,2.41222047805786,"COR"
"DA63966","nonHR",-9.47600936889648,-0.830587804317474,5.26520442962646,"COR"
"DA63968","nonHR",-7.96385812759399,-0.880007386207581,6.02159881591797,"COR"
"DA63970","nonHR",-7.10758972167969,-2.90223073959351,5.22160625457764,"COR"
"DA63972","nonHR",-7.75499248504639,-3.4729950428009,5.33683967590332,"COR"
"DA63974","nonHR",-8.03532218933105,-0.666042029857635,5.96386098861694,"COR"
"DA63976","nonHR",13.5840253829956,2.42205190658569,-2.50882887840271,"COR"
"DA63978","nonHR",-9.87448120117188,-0.888915002346039,5.21714401245117,"COR"
"DA63980","nonHR",12.7234306335449,-4.89053010940552,-4.57690000534058,"COR"
"DA63982","nonHR",-7.07101678848267,-3.09705424308777,6.07143497467041,"COR"
"DA63984","nonHR",-7.56385087966919,-3.06017088890076,4.78433656692505,"COR"
"DA63986","nonHR",13.8144969940186,2.82858085632324,-2.20792078971863,"COR"
"DA63990","nonHR",-8.72672367095947,-1.23657476902008,6.49352407455444,"COR"
"DA63992","nonHR",-8.43411827087402,-1.52113032341003,6.32765245437622,"COR"
"DA63996","nonHR",13.9658870697021,-4.16445112228394,-4.22778654098511,"COR"
"DA63998","nonHR",14.0578060150146,-4.8301568031311,-4.19725227355957,"COR"
"DA64000","nonHR",-5.25096559524536,-1.31972324848175,1.4332480430603,"COR"
"DA64002","HR",-4.99170112609863,-2.34388113021851,0.75741583108902,"COR"
"DA64004","HR",-9.81767272949219,-0.922195971012115,5.10445499420166,"FN"
"DA64006","HR",12.6791572570801,2.980229139328,-1.75866222381592,"COR"
"DA64008","nonHR",-8.48882007598877,-2.64464259147644,6.34846782684326,"COR"
"DA64010","nonHR",-7.8385181427002,-3.15777468681335,4.86373376846313,"COR"
"DA64012","nonHR",-4.88857173919678,-1.88262891769409,1.13090491294861,"COR"
"DA64014","nonHR",-7.67178773880005,-0.636664211750031,5.63283967971802,"COR"
"DA64016","nonHR",-8.4425106048584,-2.22530651092529,5.29035568237305,"COR"
"DA64018","nonHR",13.0605278015137,-5.57260847091675,-4.28033828735352,"COR"
"DA64020","nonHR",12.9547758102417,-4.1683874130249,-4.33284044265747,"COR"
"DA64022","nonHR",13.5411071777344,2.73824548721313,-2.37878561019897,"COR"
"DA64024","HR",-0.377908647060394,8.54058742523193,-8.09515953063965,"COR"
"DA64026","HR",13.8757743835449,-4.4858603477478,-3.23386836051941,"COR"
"DA64028","nonHR",13.8453712463379,3.19369316101074,-1.59775221347809,"COR"
"DA64032","nonHR",13.031400680542,-5.7353572845459,-4.26250553131104,"COR"
"DA64034","nonHR",13.5628099441528,-3.9465172290802,-3.46241354942322,"COR"
"DA64036","nonHR",-7.96621751785278,-3.00689435005188,5.550208568573,"COR"
"DA64038","nonHR",12.8906517028809,3.0470860004425,-2.00839638710022,"COR"
"DA64040","nonHR",12.8984413146973,2.91543650627136,-2.0471613407135,"COR"
"DA64042","nonHR",-9.09625625610352,-0.96996408700943,6.30529594421387,"COR"
"DA64044","nonHR",-6.83679342269897,-2.66110968589783,5.72594499588013,"COR"
"DA64046","nonHR",-5.65185117721558,-2.10435223579407,0.993592023849487,"COR"
"DA64048","nonHR",12.4271860122681,-5.02655076980591,-3.68280839920044,"COR"
"DA64050","nonHR",-9.19415950775146,-2.64519786834717,5.91536426544189,"COR"
"DA64052","nonHR",13.5151863098145,2.53096580505371,-2.45546770095825,"COR"
"DA64054","nonHR",13.0503025054932,-5.63825845718384,-3.94192934036255,"COR"
"DA64056","nonHR",13.9273662567139,-4.75442504882812,-4.69342517852783,"COR"
"DA64058","nonHR",-5.87427616119385,-1.86206543445587,1.89783775806427,"COR"
"DA64060","nonHR",-8.05548572540283,-1.65311694145203,6.07610177993774,"COR"
"DA64062","nonHR",14.0503482818604,-4.29114484786987,-4.20439767837524,"COR"
"DA64066","nonHR",13.6038751602173,2.62833213806152,-2.47339010238647,"COR"
